trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",20,-1,11.375016313311603,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671176}",30,14,32.481021104043016,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.15422195179384465}",25,9,21.33752609910644,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1526797322759062}",35,19,-9.708217863736273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.15115293495314713}",20,8,0.8497807753672086,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361566}",20,10,8.081084839088074,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.1481449915475795}",20,14,11.042946142149901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.1466635416321037}",20,8,0.43865787646462717,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578268}",20,8,22.37385835102953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14374493715362485}",20,13,13.57695015590454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.1423074877820886}",20,-4,32.70140575425166,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.1408844129042677}",25,7,31.285311883650802,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.13947556877522502}",20,11,17.14235926891568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13808081308747278}",20,0,28.732920750678975,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13670000495659804}",25,14,21.684436240629996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703207}",25,17,13.969731609156486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796175}",20,6,25.09707843472995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13263987810938213}",20,15,8.437249158430848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.1313134793282883}",30,19,18.264676462515816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13000034453500542}",30,10,-5.875177841995331,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965536}",25,17,9.246260091217966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12741333767875881}",25,14,-0.05768869262540077,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197123}",30,8,29.305015304258315,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895152}",30,17,7.7624174225182445,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.123629034136362}",25,15,17.398133214332095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499838}",25,16,15.675506880908088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1211688163570484}",20,11,16.33731060343971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347792}",25,10,-10.708124136786678,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11875755691154315}",25,13,23.4617093304168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242772}",35,21,24.92604122510476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900344}",25,11,31.51461738244824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371341}",30,-2,67.19541678985078,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.11407803532657627}",30,17,24.596250845836956,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331052}",25,10,15.841101098963483,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1118078824235774}",30,-3,-4.182980343842396,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.11068980359934164}",20,8,-22.779927220924527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334822}",25,-2,16.526339419121896,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.10848707650771475}",30,8,30.793176903370917,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.1074022057426376}",20,14,10.723517467406324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521123}",30,19,20.552239613337793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835911}",20,3,-4.396678880951282,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987552}",20,5,16.68128810205658,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157676}",25,12,24.970065136131378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856099}",20,8,6.459581972608457,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857538}",35,5,32.356382986478515,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148963}",20,10,18.810009752691656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887473}",25,13,20.726576702904914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09811376736368599}",20,11,15.339030506288632,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09713262969004913}",20,-8,54.07226538704901,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.09616130339314863}",20,13,13.625980829242296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921715}",25,12,-27.211917321231958,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.09424769345562498}",20,11,4.655100675307563,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106873}",30,20,22.113308619722922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585804}",25,16,15.37757488449647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229946}",35,20,26.493911061335645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09053395828517646}",25,-3,30.55840923380776,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.08962861870232469}",25,-18,33.87000576012033,"{0: 42, 1: 0, 2: 0, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.08873233251530144}",25,4,39.98104099683269,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014843}",25,13,21.11505077021561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824694}",20,14,9.544401523786362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08609689350726446}",25,10,29.4468995901582,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219181}",30,13,37.511681679761935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0843835653264699}",20,2,-19.198359704970805,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.0835397296732052}",20,-10,30.006435611273897,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.08270433237647315}",20,7,0.5256348832169428,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270841}",20,10,20.028486101274197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218133}",25,16,16.791499363231733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055952}",25,8,-25.601897540949395,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055392}",25,5,44.99967458337811,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364837}",20,-4,12.523460287361669,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.07786448720191189}",25,7,19.938407376567298,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989277}",30,22,14.790520550259538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07631498390659384}",20,14,8.798201172138928,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752791}",20,-13,32.629862809753696,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.07479631572685264}",20,14,13.739636439995602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958411}",25,13,26.801492394807237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388827}",20,6,24.46283598272938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344938}",20,13,-37.112923512921355,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991488}",20,11,20.452431078126317,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541574}",20,4,28.046588184685323,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516158}",20,7,24.178101964173546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010997}",30,22,16.275648459160738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970886}",20,13,15.13322665481931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471178}",20,5,11.105846866351975,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06764444722006466}",25,17,13.94006305487534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.066968002747864}",20,11,16.561057398592176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038537}",20,10,18.922973909583998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318151}",30,16,24.939757590425486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824969}",25,9,-3.812032819039863,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.0643291962372672}",20,9,8.38542458396439,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489453}",25,15,20.159142305404675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214558}",30,18,26.051567922729816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982412}",25,11,19.385333057557958,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202588}",25,5,27.084362039904203,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970562}",25,17,15.997862471522922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430856}",25,5,31.550915168300392,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146548}",25,18,14.37686635503349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05935942452475082}",20,5,28.629970599947402,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.058765830279503314}",25,2,-3.410765314090012,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670828}",25,18,15.31123048860247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.057596390256941195}",20,10,17.894939779677042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05702042635437178}",20,6,1.6888660200006282,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082806}",30,13,34.198126460577484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991978}",20,4,30.494287719534434,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.055326862671220584}",20,6,-28.805934495850522,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450838}",30,-2,-23.1074052243551,"{0: 29, 1: 0, 2: 0, 3: 2, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.054225858104063294}",20,6,26.36028707207203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302266}",25,17,15.818869919530602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053146763527792434}",30,13,31.822756114143303,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.052615295892514506}",30,15,25.664727982501873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052089142933589364}",20,10,14.080986010910543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425347}",20,7,20.980002938736583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.051052568989210935}",35,16,-8.533487562702305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.05054204329931883}",20,11,17.029911025269143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05003662286632564}",20,0,25.66380597525345,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766238}",25,8,35.14143591420958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04904089407128576}",20,16,8.356995902157227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0485504851305729}",20,16,7.2824168685185215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.048064980279267165}",25,17,16.49602173690883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04758433047647449}",30,17,23.22789290702644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04710848717170975}",25,9,30.144805741791373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04663740229999265}",30,21,18.211464461133687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04617102827699272}",25,5,27.32596143473691,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.045709317994222794}",20,10,18.363869680922914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04525222481428057}",25,2,40.0222272151996,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04479970256613776}",25,13,-16.69905579080261,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.04435170554047638}",35,18,32.62596407651455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.043908188485071616}",25,19,12.40887072311386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.0434691066002209}",20,11,20.570331161385056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04303441553421869}",30,12,38.19223207889654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.0426040713788765}",20,14,-30.946834784787836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.04217803066508773}",25,11,-3.5575426958539307,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04175625035843686}",20,7,22.10156547581237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.041338687854852486}",20,14,9.735305398449347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04092530097630396}",30,21,15.887495032575513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.040516047966540916}",25,15,26.012611289109312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04011088748687551}",30,17,27.438217879923652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.03970977861200675}",20,6,24.725629565841636,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.03931268082588668}",25,10,30.725706332953976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.03891955401762781}",30,18,24.373626915824044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.03853035847745153}",25,13,-0.21574663053029797,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03814505489267701}",20,6,25.383690868326827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03776360434375024}",20,-3,-11.77390451958632,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.03738596830031274}",20,6,25.65774800840517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03701210861730961}",25,8,34.43412843698002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03664198753113651}",30,20,21.294316585799343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.036275567655825146}",30,16,23.53530520559429,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.03591281197926689}",20,14,13.468299980864103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.035553683859474224}",30,16,27.370968190383277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03519814702087948}",25,13,22.81847934250834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03484616555067068}",20,6,12.669556195112436,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.034497703895163975}",20,12,16.09769631462057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03415272685621234}",20,9,21.45956908009559,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03381119958765021}",30,20,18.925664394673532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03347308759177371}",25,17,12.656123779836891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.03313835671585597}",20,16,7.970636217767068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03280697314869741}",25,-7,6.269589789417645,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.032478903417210436}",20,10,22.599398157886746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.032154114383038335}",35,11,47.01479610571811,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03183257323920795}",25,-5,-30.454752990245282,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
344,False,"{'a': 0.5, 'e': 0.03151424750681587}",20,12,14.697257102703265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03119910503174771}",25,17,15.760880350573238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.030887113981430233}",20,6,25.824619358801716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03057824284161593}",20,3,-10.582664945380332,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.03027246041319977}",20,8,23.10655934572048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.029969735809067772}",20,16,9.621079855043247,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.029670038450977095}",30,2,50.636891286452254,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.029373338066467324}",20,11,18.84114535873873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.02907960468580265}",25,11,15.212929643909238,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.028788808638944622}",20,13,14.685256729721232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.028500920552555174}",20,12,16.18633630460259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.028215911347029624}",20,6,9.180414874134055,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.027933752233559327}",25,-14,77.71612262993783,"{0: 39, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.027654414711223735}",20,4,19.37466957539582,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027377870564111496}",20,-2,40.56357373846094,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.027104091858470382}",20,15,9.295238189841657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.026833050939885677}",25,20,10.923133830676942,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02656472043048682}",25,-1,54.65665665533822,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.02629907322618195}",25,10,30.252686711430513,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026036082493920133}",25,5,40.41367357493931,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02577572166898093}",20,12,16.656212174767305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.025517964452291122}",20,10,19.446016958402517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.02526278480776821}",25,7,32.18762858850449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025010156959690527}",20,10,22.735714923288395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.02476005539009362}",20,4,31.718483760598495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
