trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",25,-10,-47.652159488711845,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",30,10,-36.5175883833484,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",30,19,15.136609931404141,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,14,-42.92492206529832,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,-11,-130.39698461615066,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 3}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,-1,-8.64733674400808,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",30,8,-35.23714010558601,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,10,0.9638770900562321,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.475340042005707}",25,-18,-77.02015992954006,"{0: 37, 1: 2, 2: 1, 3: 0, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.47058664158564995}",20,-6,1.3776750847702597,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.4658807751697934}",20,-22,-68.36165176469153,"{0: 32, 1: 1, 2: 8, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.4612219674180955}",35,11,-94.85449387078383,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
78,False,"{'a': 0.5, 'e': 0.45660974774391455}",30,13,-69.65180047382397,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.4520436502664754}",20,2,-22.5424787292128,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.44752321376381066}",25,-17,-30.212163423738843,"{0: 35, 1: 2, 2: 2, 3: 3, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.44304798162617254}",25,-13,-50.79921814137988,"{0: 31, 1: 1, 2: 4, 3: 1, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.4386175018099108}",30,8,3.752482074923787,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.4342313267918117}",20,5,4.988288912643322,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238936}",20,-3,30.99133522446468,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.42559012338865465}",30,19,7.9109474973258065,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4213342221547681}",20,10,-46.337764152346395,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322045}",30,-18,-128.5997032365905,"{0: 35, 1: 2, 2: 8, 3: 1, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388825}",20,16,5.472902684627212,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254937}",20,5,-34.67330554119552,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783239}",25,13,9.535735610682877,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154065}",25,13,-17.813769643790813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",20,6,7.8005276316697465,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.392711028357805}",20,6,-38.11142405846309,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",25,16,14.503048733246994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",20,4,-69.94475981350647,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",25,-38,-8.325116806882994,"{0: 52, 1: 3, 2: 7, 3: 1, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",20,-2,-5.917339104297017,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",30,1,-49.29995782771534,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",20,-35,41.15016387862986,"{0: 51, 1: 1, 2: 2, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,-38,-2.053577547162619,"{0: 53, 1: 1, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",25,-26,-14.33673390409502,"{0: 44, 1: 3, 2: 3, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.358748297681892}",20,11,17.919715351005095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",25,17,16.15577418549242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",20,4,-53.20874526144548,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",20,2,-19.06342344945926,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",20,7,14.371268653597578,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",30,8,-11.908500143845052,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",30,8,6.967506344342382,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",20,11,15.926430673870545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,6,3.122910091781015,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,4,-25.674019488299482,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,12,8.413328712315899,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",35,15,32.998721931162635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",35,20,-23.69071088177754,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,-29,-45.296465802953655,"{0: 43, 1: 2, 2: 1, 3: 1, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",25,18,10.177960659695641,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,-3,29.039053787675115,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",30,-9,13.35596701139725,"{0: 33, 1: 3, 2: 3, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",20,-2,-37.102483433988475,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",30,8,22.548836890104372,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",25,10,-24.5757794224032,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",25,-6,-14.284546334714172,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",20,6,24.07732998074624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",25,1,-8.302675177780339,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",20,16,7.680879031355262,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",30,11,-33.193162637687244,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",25,0,-70.60103612263326,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",25,9,7.897598987012881,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",30,16,17.698363101067667,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.270754259511994}",25,11,13.111371199636903,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",20,-4,-17.6071336997378,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",20,13,2.536813862055972,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",20,5,5.2696892063521545,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
